Currency,Date,Open,High,Low,Close,Volume,Market Cap
tezos,"Dec 04, 2019",1.29,1.32,1.25,1.25,"46,048,752","824,588,509"
tezos,"Dec 03, 2019",1.24,1.32,1.21,1.29,"41,462,224","853,213,342"
tezos,"Dec 02, 2019",1.25,1.26,1.2,1.24,"27,574,097","817,872,179"
tezos,"Dec 01, 2019",1.33,1.34,1.25,1.25,"24,127,567","828,296,390"
tezos,"Nov 30, 2019",1.31,1.37,1.31,1.33,"28,706,667","879,181,680"
tezos,"Nov 29, 2019",1.28,1.34,1.28,1.31,"32,270,224","867,085,098"
tezos,"Nov 28, 2019",1.26,1.35,1.22,1.28,"44,240,281","845,073,679"
tezos,"Nov 27, 2019",1.24,1.27,1.16,1.26,"47,723,271","829,672,736"
tezos,"Nov 26, 2019",1.24,1.28,1.23,1.24,"54,828,808","822,065,277"
tezos,"Nov 25, 2019",1.33,1.33,1.21,1.24,"64,954,006","815,688,075"
tezos,"Nov 24, 2019",1.4,1.42,1.31,1.34,"49,206,070","887,731,654"
tezos,"Nov 23, 2019",1.22,1.42,1.22,1.39,"123,832,790","920,735,790"
tezos,"Nov 22, 2019",1.21,1.28,1.08,1.22,"69,312,275","804,427,044"
tezos,"Nov 21, 2019",1.21,1.29,1.18,1.21,"53,020,027","800,257,863"
tezos,"Nov 20, 2019",1.22,1.25,1.17,1.21,"33,605,071","801,174,969"
tezos,"Nov 19, 2019",1.23,1.25,1.15,1.22,"35,796,763","805,231,584"
tezos,"Nov 18, 2019",1.16,1.26,1.16,1.23,"37,602,915","813,744,878"
tezos,"Nov 17, 2019",1.16,1.18,1.15,1.16,"22,483,167","767,707,353"
tezos,"Nov 16, 2019",1.17,1.18,1.16,1.16,"26,689,028","768,303,560"
tezos,"Nov 15, 2019",1.22,1.26,1.15,1.17,"32,203,363","773,992,543"
tezos,"Nov 14, 2019",1.13,1.3,1.11,1.22,"41,978,349","808,582,829"
tezos,"Nov 13, 2019",1.17,1.17,1.12,1.13,"23,410,839","746,750,215"
tezos,"Nov 12, 2019",1.18,1.2,1.15,1.17,"23,591,140","771,905,281"
tezos,"Nov 11, 2019",1.23,1.24,1.17,1.18,"25,012,739","776,358,941"
tezos,"Nov 10, 2019",1.25,1.25,1.19,1.23,"31,134,799","812,505,004"
tezos,"Nov 09, 2019",1.17,1.26,1.15,1.24,"34,760,712","819,630,519"
tezos,"Nov 08, 2019",1.22,1.28,1.12,1.17,"44,195,683","770,094,896"
tezos,"Nov 07, 2019",1.02,1.44,1.02,1.22,"92,805,360","805,246,128"
tezos,"Nov 06, 2019",0.927547,1.05,0.902417,1.02,"26,095,931","673,756,212"
tezos,"Nov 05, 2019",0.891802,0.929289,0.877752,0.927137,"13,420,498","612,256,490"
tezos,"Nov 04, 2019",0.868023,0.907127,0.8646,0.891802,"16,511,023","588,922,638"
tezos,"Nov 03, 2019",0.865785,0.874167,0.848911,0.868879,"11,444,717","573,784,519"
tezos,"Nov 02, 2019",0.878443,0.886302,0.857435,0.865528,"9,944,483","571,571,532"
tezos,"Nov 01, 2019",0.889461,0.891029,0.863507,0.877941,"12,684,201","579,768,933"
tezos,"Oct 31, 2019",0.914068,0.924062,0.873981,0.890512,"13,120,625","588,070,905"
tezos,"Oct 30, 2019",0.878168,0.969414,0.774601,0.914079,"23,084,998","603,633,344"
tezos,"Oct 29, 2019",0.871995,0.917937,0.82545,0.878892,"19,713,852","580,397,277"
tezos,"Oct 28, 2019",0.879748,0.928777,0.768318,0.875315,"24,337,121","578,034,790"
tezos,"Oct 27, 2019",0.836378,0.890216,0.688631,0.875154,"23,186,370","577,928,349"
tezos,"Oct 26, 2019",0.833823,0.92603,0.818766,0.831994,"20,293,463","549,426,804"
tezos,"Oct 25, 2019",0.767532,0.842798,0.762231,0.834757,"16,862,309","551,251,771"
tezos,"Oct 24, 2019",0.761316,0.780364,0.754028,0.768243,"14,425,427","507,327,662"
tezos,"Oct 23, 2019",0.838904,0.839336,0.755143,0.761316,"14,131,553","502,752,829"
tezos,"Oct 22, 2019",0.870816,0.879914,0.833186,0.838575,"11,567,380","553,772,790"
tezos,"Oct 21, 2019",0.877297,0.889119,0.866837,0.871432,"11,434,852","575,470,528"
tezos,"Oct 20, 2019",0.86545,0.884321,0.861892,0.877438,"9,297,806","579,437,174"
tezos,"Oct 19, 2019",0.879461,0.890271,0.861758,0.865266,"10,127,092","571,399,102"
bitcoin,"Dec 04, 2019","7,320.13","7,539.78","7,170.92","7,252.03","21,664,240,918","131,143,073,943"
bitcoin,"Dec 03, 2019","7,323.98","7,418.86","7,229.36","7,320.15","14,797,485,769","132,359,942,301"
bitcoin,"Dec 02, 2019","7,424.04","7,474.82","7,233.40","7,321.99","17,082,040,706","132,378,982,377"
bitcoin,"Dec 01, 2019","7,571.62","7,571.62","7,291.34","7,424.29","18,720,708,479","134,215,145,410"
bitcoin,"Nov 30, 2019","7,764.06","7,836.10","7,515.85","7,569.63","17,158,194,786","136,829,391,049"
bitcoin,"Nov 29, 2019","7,466.73","7,781.18","7,460.76","7,761.24","19,709,695,456","140,280,108,521"
bitcoin,"Nov 28, 2019","7,536.82","7,730.07","7,454.12","7,463.11","19,050,116,751","134,879,411,013"
bitcoin,"Nov 27, 2019","7,220.88","7,619.69","6,974.17","7,531.66","23,991,412,764","136,102,712,894"
bitcoin,"Nov 26, 2019","7,145.16","7,320.23","7,098.57","7,218.37","21,129,505,542","130,429,018,720"
bitcoin,"Nov 25, 2019","7,039.98","7,319.86","6,617.17","7,146.13","42,685,231,262","129,112,952,930"
bitcoin,"Nov 24, 2019","7,398.63","7,408.58","7,029.29","7,047.92","30,433,517,289","127,327,398,565"
bitcoin,"Nov 23, 2019","7,296.16","7,442.26","7,151.42","7,397.80","21,008,924,418","133,636,205,957"
bitcoin,"Nov 22, 2019","7,643.57","7,697.38","6,936.71","7,296.58","34,242,315,785","131,791,783,672"
bitcoin,"Nov 21, 2019","8,023.64","8,110.10","7,597.38","7,642.75","22,514,243,371","138,031,885,379"
bitcoin,"Nov 20, 2019","8,203.61","8,237.24","8,010.51","8,027.27","20,764,300,437","144,962,727,398"
bitcoin,"Nov 19, 2019","8,305.13","8,408.52","8,099.96","8,206.15","21,083,613,816","148,178,376,843"
bitcoin,"Nov 18, 2019","8,573.98","8,653.28","8,273.57","8,309.29","21,579,470,673","150,025,712,267"
bitcoin,"Nov 17, 2019","8,549.47","8,727.79","8,500.97","8,577.98","18,668,638,897","154,861,842,425"
bitcoin,"Nov 16, 2019","8,491.17","8,592.00","8,473.97","8,550.76","16,495,389,808","154,354,054,194"
bitcoin,"Nov 15, 2019","8,705.71","8,730.87","8,484.84","8,491.99","21,796,856,471","153,277,483,626"
bitcoin,"Nov 14, 2019","8,811.94","8,826.94","8,692.55","8,708.10","19,084,739,975","157,160,974,644"
bitcoin,"Nov 13, 2019","8,812.03","8,836.84","8,761.65","8,808.26","17,545,755,405","158,949,942,842"
bitcoin,"Nov 12, 2019","8,759.75","8,853.77","8,685.43","8,815.66","20,309,769,107","159,068,712,900"
bitcoin,"Nov 11, 2019","9,056.92","9,081.28","8,700.61","8,757.79","20,265,510,765","158,009,772,437"
bitcoin,"Nov 10, 2019","8,812.49","9,103.83","8,806.16","9,055.53","20,587,919,881","163,364,406,732"
bitcoin,"Nov 09, 2019","8,809.47","8,891.82","8,793.16","8,813.58","17,578,630,606","158,981,489,715"
bitcoin,"Nov 08, 2019","9,265.37","9,272.76","8,775.53","8,804.88","24,333,037,836","158,808,570,729"
bitcoin,"Nov 07, 2019","9,352.39","9,368.48","9,202.35","9,267.56","22,700,383,839","167,138,722,904"
bitcoin,"Nov 06, 2019","9,340.86","9,423.24","9,305.91","9,360.88","23,133,895,765","168,806,151,583"
bitcoin,"Nov 05, 2019","9,413.00","9,457.42","9,256.93","9,342.53","26,198,609,048","168,459,778,835"
bitcoin,"Nov 04, 2019","9,235.61","9,505.05","9,191.49","9,412.61","26,170,255,634","169,706,332,936"
bitcoin,"Nov 03, 2019","9,324.79","9,379.81","9,141.25","9,235.35","21,132,220,847","166,495,319,475"
bitcoin,"Nov 02, 2019","9,259.78","9,377.49","9,249.59","9,324.72","21,242,676,385","168,090,392,935"
bitcoin,"Nov 01, 2019","9,193.99","9,275.66","9,132.05","9,261.10","24,324,691,031","166,928,044,164"
bitcoin,"Oct 31, 2019","9,202.46","9,383.16","9,028.72","9,199.58","26,583,653,947","165,804,227,835"
bitcoin,"Oct 30, 2019","9,422.46","9,426.87","9,085.37","9,205.73","27,706,531,577","165,899,500,650"
bitcoin,"Oct 29, 2019","9,248.44","9,516.18","9,232.65","9,427.69","28,426,779,937","169,883,866,262"
bitcoin,"Oct 28, 2019","9,565.10","9,805.12","9,256.15","9,256.15","30,948,255,332","166,777,392,742"
bitcoin,"Oct 27, 2019","9,241.71","9,749.53","9,112.54","9,551.71","32,593,129,501","172,087,039,875"
bitcoin,"Oct 26, 2019","8,667.58","10,021.74","8,662.62","9,244.97","44,496,255,609","166,547,360,782"
bitcoin,"Oct 25, 2019","7,490.70","8,691.54","7,479.98","8,660.70","28,705,065,488","156,006,603,607"
bnb,"Dec 04, 2019",15.35,15.69,15.01,15.28,"237,605,471","2,376,597,490"
bnb,"Dec 03, 2019",15.19,15.55,15.05,15.31,"219,927,266","2,381,198,047"
bnb,"Dec 02, 2019",15.51,15.71,15.15,15.19,"200,809,249","2,362,891,697"
bnb,"Dec 01, 2019",15.74,15.74,15.05,15.5,"203,268,417","2,410,249,227"
bnb,"Nov 30, 2019",16.26,16.37,15.54,15.72,"213,428,131","2,444,407,390"
bnb,"Nov 29, 2019",15.68,16.34,15.65,16.27,"250,074,235","2,531,096,195"
bnb,"Nov 28, 2019",16.1,16.23,15.65,15.68,"194,516,396","2,439,314,462"
bnb,"Nov 27, 2019",15.49,16.2,14.94,16.1,"255,021,618","2,503,874,750"
bnb,"Nov 26, 2019",15.27,15.86,15.23,15.53,"205,893,351","2,415,058,208"
bnb,"Nov 25, 2019",15.29,15.74,14.2,15.27,"242,510,343","2,374,635,550"
bnb,"Nov 24, 2019",16.4,16.49,15.28,15.28,"232,363,837","2,376,408,889"
bnb,"Nov 23, 2019",15.58,16.47,15.15,16.42,"255,961,052","2,553,835,169"
bnb,"Nov 22, 2019",16.84,17.27,14.69,15.58,"341,456,274","2,423,526,845"
bnb,"Nov 21, 2019",18.16,18.19,16.62,16.84,"228,429,806","2,619,271,948"
bnb,"Nov 20, 2019",18.71,18.93,17.85,18.17,"210,091,849","2,826,455,734"
bnb,"Nov 19, 2019",19.31,19.63,18.38,18.7,"206,923,366","2,909,049,614"
bnb,"Nov 18, 2019",20.34,20.43,18.94,19.32,"224,380,017","3,004,482,390"
bnb,"Nov 17, 2019",20.28,20.62,20.03,20.26,"224,982,344","3,151,297,091"
bnb,"Nov 16, 2019",20.32,20.63,20.09,20.28,"211,016,746","3,154,697,160"
bnb,"Nov 15, 2019",21.24,21.29,20.18,20.32,"225,530,775","3,159,918,981"
bnb,"Nov 14, 2019",21.28,21.51,20.97,21.26,"237,992,230","3,307,441,359"
bnb,"Nov 13, 2019",20.87,21.64,20.71,21.25,"252,296,146","3,305,222,292"
bnb,"Nov 12, 2019",20.14,20.86,20.09,20.86,"227,650,068","3,244,098,617"
bnb,"Nov 11, 2019",20.48,20.64,19.92,20.13,"209,454,454","3,131,442,373"
bnb,"Nov 10, 2019",19.73,20.63,19.73,20.48,"239,714,468","3,185,665,329"
bnb,"Nov 09, 2019",19.68,19.98,19.6,19.74,"176,812,608","3,069,586,392"
bnb,"Nov 08, 2019",20.69,20.69,19.47,19.69,"184,596,047","3,062,638,047"
bnb,"Nov 07, 2019",20.81,20.96,20.25,20.65,"222,003,636","3,211,356,528"
bnb,"Nov 06, 2019",20.72,20.92,20.28,20.82,"241,489,968","3,237,951,225"
bnb,"Nov 05, 2019",20.74,20.92,20.45,20.72,"263,685,442","3,223,447,634"
bnb,"Nov 04, 2019",20.23,20.92,20.18,20.74,"296,502,530","3,225,517,472"
bnb,"Nov 03, 2019",20.27,20.43,19.89,20.21,"257,571,666","3,142,781,986"
bnb,"Nov 02, 2019",20.02,20.4,19.86,20.27,"273,890,078","3,152,261,627"
bnb,"Nov 01, 2019",19.99,20.06,19.78,20.02,"198,377,285","3,114,078,497"
bnb,"Oct 31, 2019",20.1,20.4,19.54,20,"250,225,840","3,110,770,519"
bnb,"Oct 30, 2019",20.49,20.58,19.23,20.09,"250,293,832","3,124,258,265"
bnb,"Oct 29, 2019",19.81,20.92,19.7,20.48,"317,609,149","3,184,941,705"
bnb,"Oct 28, 2019",19.34,20.9,19.31,19.76,"337,867,337","3,073,144,009"
bnb,"Oct 27, 2019",18.89,19.59,18.57,19.35,"292,948,855","3,008,958,175"
bnb,"Oct 26, 2019",18.63,19.78,18.18,18.89,"292,124,012","2,938,042,518"
bitcoin-cash,"Dec 04, 2019",212.68,216.6,205.89,209.29,"1,441,054,845","3,798,514,529"
bitcoin-cash,"Dec 03, 2019",215.5,217.16,211.62,212.86,"1,072,206,668","3,862,794,370"
bitcoin-cash,"Dec 02, 2019",216.38,218.92,212.36,215.66,"1,164,376,888","3,913,199,174"
bitcoin-cash,"Dec 01, 2019",218.99,219.26,212.5,216.17,"1,260,404,762","3,922,144,119"
bitcoin-cash,"Nov 30, 2019",224.98,226.76,217.43,218.91,"1,309,092,627","3,971,434,832"
bitcoin-cash,"Nov 29, 2019",218.89,225.69,218.44,224.81,"1,475,684,082","4,078,066,144"
bitcoin-cash,"Nov 28, 2019",220.12,226.24,218.58,218.74,"1,391,327,826","3,967,553,739"
bitcoin-cash,"Nov 27, 2019",212.36,224.12,206.61,220.41,"1,963,457,159","3,997,547,767"
bitcoin-cash,"Nov 26, 2019",208.78,214.93,208.35,212.93,"1,808,857,014","3,861,504,453"
bitcoin-cash,"Nov 25, 2019",205.24,215.3,194.76,209.24,"2,401,604,928","3,794,036,862"
bitcoin-cash,"Nov 24, 2019",217.29,217.91,205.14,205.15,"2,128,845,957","3,719,555,398"
bitcoin-cash,"Nov 23, 2019",209.1,217.36,202.89,217.34,"2,407,778,555","3,940,197,869"
bitcoin-cash,"Nov 22, 2019",226.7,229.26,198.15,208.93,"3,382,940,612","3,787,329,094"
bitcoin-cash,"Nov 21, 2019",244.2,246.82,222.46,226.6,"2,401,952,813","4,107,271,775"
bitcoin-cash,"Nov 20, 2019",244.34,248.62,241.52,244.24,"1,805,761,006","4,426,589,668"
bitcoin-cash,"Nov 19, 2019",250.17,253.92,236.83,244.41,"2,131,441,345","4,429,141,571"
bitcoin-cash,"Nov 18, 2019",268.47,269.8,246.33,250.18,"2,115,048,013","4,533,460,759"
bitcoin-cash,"Nov 17, 2019",267.71,274.04,264.4,268.74,"1,565,942,482","4,869,324,517"
bitcoin-cash,"Nov 16, 2019",264.96,269.5,263.4,267.7,"1,481,946,683","4,849,880,730"
bitcoin-cash,"Nov 15, 2019",280.07,280.27,264.04,264.71,"1,918,658,721","4,795,268,314"
bitcoin-cash,"Nov 14, 2019",286.24,287.01,277.44,279.56,"1,835,340,820","5,063,764,909"
bitcoin-cash,"Nov 13, 2019",289.04,289.66,284.09,286.49,"1,555,824,951","5,188,837,230"
bitcoin-cash,"Nov 12, 2019",287.18,291.64,284.55,289.24,"1,840,497,856","5,238,065,361"
bitcoin-cash,"Nov 11, 2019",293.57,297.01,284.39,287.16,"1,873,466,817","5,199,842,645"
bitcoin-cash,"Nov 10, 2019",282.73,296.04,281.32,293.48,"2,125,907,737","5,313,685,658"
bitcoin-cash,"Nov 09, 2019",277.9,284.1,277.88,282.74,"1,689,515,654","5,118,863,818"
bitcoin-cash,"Nov 08, 2019",293.83,294.61,274.3,277.98,"2,226,108,792","5,032,069,448"
bitcoin-cash,"Nov 07, 2019",306.29,306.67,289.45,293.5,"2,183,103,768","5,312,581,525"
bitcoin-cash,"Nov 06, 2019",293.46,307.36,292.64,306.23,"2,418,826,077","5,542,406,467"
bitcoin-cash,"Nov 05, 2019",291.78,295.8,287.93,293.71,"2,269,171,137","5,315,239,099"
bitcoin-cash,"Nov 04, 2019",292.8,293.98,286.84,291.85,"2,478,124,574","5,281,034,076"
bitcoin-cash,"Nov 03, 2019",290.73,303.13,283.73,292.71,"2,598,715,593","5,296,136,970"
bitcoin-cash,"Nov 02, 2019",279.22,295.23,278.98,290.72,"2,353,771,063","5,259,529,632"
bitcoin-cash,"Nov 01, 2019",284.49,284.49,274.11,279.14,"2,375,427,805","5,049,556,631"
bitcoin-cash,"Oct 31, 2019",290.4,296.56,274.43,284.48,"2,933,178,100","5,145,642,139"
bitcoin-cash,"Oct 30, 2019",289.19,303.61,285.74,290.63,"3,583,344,209","5,256,428,279"
bitcoin-cash,"Oct 29, 2019",265.38,295.47,264.28,288.96,"4,123,613,696","5,225,681,741"
bitcoin-cash,"Oct 28, 2019",261.15,274.81,260.11,265.41,"3,107,818,242","4,799,371,733"
bitcoin-cash,"Oct 27, 2019",252.56,265.96,246.34,261.25,"3,228,198,618","4,723,673,729"
bitcoin-cash,"Oct 26, 2019",259.53,277.12,244.46,252.51,"3,875,753,112","4,565,115,347"
bitcoin-cash,"Oct 25, 2019",214.21,265.03,213.81,259.17,"3,309,084,358","4,685,079,701"
cardano,"Dec 04, 2019",0.037906,0.038533,0.03655,0.037405,"51,692,274","969,802,335"
cardano,"Dec 03, 2019",0.038047,0.038761,0.037226,0.037917,"34,356,883","983,080,974"
cardano,"Dec 02, 2019",0.039612,0.039769,0.03758,0.038056,"43,069,274","986,684,920"
cardano,"Dec 01, 2019",0.040426,0.040426,0.038467,0.039587,"59,641,355","1,026,365,437"
cardano,"Nov 30, 2019",0.041416,0.042268,0.040068,0.040425,"64,184,926","1,048,107,282"
cardano,"Nov 29, 2019",0.039227,0.04204,0.039194,0.041423,"99,506,198","1,073,986,624"
cardano,"Nov 28, 2019",0.039129,0.03999,0.038641,0.03919,"60,743,403","1,016,079,672"
cardano,"Nov 27, 2019",0.036955,0.0398,0.035783,0.039049,"76,841,561","1,012,420,887"
cardano,"Nov 26, 2019",0.036046,0.037074,0.035705,0.036993,"57,431,470","959,117,573"
cardano,"Nov 25, 2019",0.035543,0.037184,0.033336,0.036048,"96,694,224","934,626,616"
cardano,"Nov 24, 2019",0.038371,0.038916,0.035556,0.035588,"62,998,664","922,680,695"
cardano,"Nov 23, 2019",0.037159,0.038423,0.036701,0.038343,"58,979,321","994,122,170"
cardano,"Nov 22, 2019",0.038447,0.038685,0.034611,0.037148,"93,310,136","963,130,806"
cardano,"Nov 21, 2019",0.041169,0.041249,0.037727,0.038406,"67,101,708","995,755,250"
cardano,"Nov 20, 2019",0.042588,0.042794,0.040809,0.041178,"69,854,304","1,067,634,701"
cardano,"Nov 19, 2019",0.043697,0.044451,0.041383,0.042542,"91,311,583","1,102,995,485"
cardano,"Nov 18, 2019",0.045403,0.046652,0.043543,0.043802,"106,595,679","1,135,647,864"
cardano,"Nov 17, 2019",0.044153,0.046423,0.04367,0.045421,"74,834,540","1,177,627,885"
cardano,"Nov 16, 2019",0.043978,0.044655,0.043511,0.044172,"61,781,146","1,145,239,519"
cardano,"Nov 15, 2019",0.04313,0.044432,0.042329,0.043974,"81,592,975","1,140,128,777"
cardano,"Nov 14, 2019",0.043489,0.04355,0.042399,0.043119,"53,295,194","1,117,958,882"
cardano,"Nov 13, 2019",0.043722,0.044044,0.04332,0.043492,"42,332,678","1,127,632,602"
cardano,"Nov 12, 2019",0.043257,0.044631,0.043227,0.043767,"79,520,150","1,134,751,210"
cardano,"Nov 11, 2019",0.043971,0.044122,0.042499,0.043194,"57,846,910","1,119,896,696"
cardano,"Nov 10, 2019",0.042438,0.044227,0.042388,0.043958,"71,691,725","1,139,696,016"
cardano,"Nov 09, 2019",0.042298,0.042755,0.042139,0.042445,"41,365,742","1,100,480,940"
cardano,"Nov 08, 2019",0.043644,0.043837,0.04138,0.042297,"70,275,428","1,096,640,030"
cardano,"Nov 07, 2019",0.044928,0.045018,0.042724,0.043637,"63,525,683","1,131,378,703"
cardano,"Nov 06, 2019",0.044301,0.046105,0.043826,0.044956,"71,743,244","1,165,576,446"
cardano,"Nov 05, 2019",0.043261,0.044928,0.043232,0.044328,"82,868,890","1,149,307,855"
cardano,"Nov 04, 2019",0.041889,0.043257,0.041607,0.043236,"62,120,503","1,120,989,389"
cardano,"Nov 03, 2019",0.042581,0.042684,0.041358,0.04193,"38,559,537","1,087,128,848"
cardano,"Nov 02, 2019",0.042336,0.042745,0.042069,0.042599,"47,127,524","1,104,469,763"
cardano,"Nov 01, 2019",0.041645,0.042858,0.04124,0.042345,"60,880,837","1,097,888,791"
cardano,"Oct 31, 2019",0.041963,0.042792,0.040456,0.041636,"65,333,067","1,079,489,291"
cardano,"Oct 30, 2019",0.043428,0.044337,0.041334,0.041967,"87,541,890","1,088,083,802"
cardano,"Oct 29, 2019",0.042328,0.043819,0.042259,0.043444,"83,357,024","1,126,380,670"
cardano,"Oct 28, 2019",0.042315,0.044553,0.042051,0.042363,"101,906,301","1,098,341,833"
cardano,"Oct 27, 2019",0.040537,0.042985,0.039637,0.042335,"122,643,093","1,097,616,330"
cardano,"Oct 26, 2019",0.04122,0.043177,0.039668,0.040547,"122,861,125","1,051,275,058"
cardano,"Oct 25, 2019",0.037678,0.041799,0.037581,0.041246,"80,455,621","1,069,400,506"
cardano,"Oct 24, 2019",0.036409,0.038109,0.036203,0.037685,"49,800,738","977,063,811"
eos,"Dec 04, 2019",2.7,2.74,2.6,2.65,"1,991,656,646","2,497,719,668"
eos,"Dec 03, 2019",2.69,2.74,2.65,2.7,"1,391,933,885","2,549,066,942"
eos,"Dec 02, 2019",2.78,2.8,2.66,2.69,"1,641,895,350","2,531,453,856"
eos,"Dec 01, 2019",2.76,2.84,2.68,2.78,"1,792,147,034","2,618,290,742"
eos,"Nov 30, 2019",2.8,2.83,2.74,2.76,"1,537,950,803","2,598,670,742"
eos,"Nov 29, 2019",2.64,2.8,2.64,2.8,"1,899,935,358","2,636,173,142"
eos,"Nov 28, 2019",2.69,2.76,2.62,2.64,"1,514,999,632","2,483,560,320"
eos,"Nov 27, 2019",2.63,2.73,2.53,2.69,"2,247,567,344","2,532,133,843"
eos,"Nov 26, 2019",2.53,2.65,2.53,2.63,"1,894,353,525","2,479,535,254"
eos,"Nov 25, 2019",2.45,2.6,2.37,2.54,"3,240,749,705","2,387,930,189"
eos,"Nov 24, 2019",2.72,2.73,2.45,2.45,"2,906,089,979","2,307,205,605"
eos,"Nov 23, 2019",2.63,2.73,2.59,2.72,"2,021,876,981","2,564,872,526"
eos,"Nov 22, 2019",2.83,2.85,2.51,2.63,"3,602,118,620","2,477,842,442"
eos,"Nov 21, 2019",3.1,3.12,2.79,2.83,"2,542,236,471","2,659,185,420"
eos,"Nov 20, 2019",3.15,3.18,3.09,3.1,"1,963,218,325","2,914,257,086"
eos,"Nov 19, 2019",3.23,3.27,3.07,3.15,"2,304,230,672","2,965,681,898"
eos,"Nov 18, 2019",3.42,3.46,3.15,3.23,"2,272,078,620","3,035,722,432"
eos,"Nov 17, 2019",3.41,3.47,3.37,3.42,"1,573,105,687","3,218,347,132"
eos,"Nov 16, 2019",3.34,3.41,3.33,3.41,"1,466,435,139","3,203,173,411"
eos,"Nov 15, 2019",3.42,3.48,3.33,3.34,"2,058,586,140","3,145,080,225"
eos,"Nov 14, 2019",3.48,3.49,3.39,3.42,"1,728,331,755","3,215,424,716"
eos,"Nov 13, 2019",3.48,3.5,3.45,3.48,"1,828,134,783","3,271,483,468"
eos,"Nov 12, 2019",3.45,3.53,3.43,3.48,"2,404,898,305","3,273,174,725"
eos,"Nov 11, 2019",3.59,3.6,3.44,3.45,"2,044,553,191","3,240,138,787"
eos,"Nov 10, 2019",3.49,3.61,3.48,3.58,"2,399,902,626","3,368,114,310"
eos,"Nov 09, 2019",3.42,3.5,3.42,3.49,"1,937,769,184","3,277,616,855"
eos,"Nov 08, 2019",3.5,3.55,3.39,3.42,"2,561,508,538","3,213,675,374"
eos,"Nov 07, 2019",3.62,3.63,3.46,3.5,"2,352,629,788","3,283,847,627"
eos,"Nov 06, 2019",3.62,3.67,3.57,3.62,"2,422,013,167","3,402,662,724"
eos,"Nov 05, 2019",3.45,3.66,3.41,3.62,"3,098,696,039","3,398,966,741"
eos,"Nov 04, 2019",3.29,3.48,3.26,3.45,"2,622,910,762","3,234,215,785"
